cumulative_pct_effect,cumulative_log_pts,placebo_p_value,n_origins,latest_quarter,latest_ratio_actual,latest_ratio_counterfactual,latest_suppression_pp,anchor_quarter
-0.7159028283450986,-1.258438945627723,0.3333333333333333,3,2025Q4,0.22038338411585637,0.19663348518188808,2.3749898933968283,2022Q2
