cumulative_pct_effect,cumulative_log_pts,placebo_p_value,n_origins,trough_quarter,trough_pct,latest_es_quarter,latest_es_pct,max_pre_trend,us_most_suppressed,latest_quarter,latest_us_actual_bn,latest_us_counterfactual_bn,latest_us_suppressed_bn,anchor_quarter
0.14903524993682526,0.13892267719222673,0.8,5,2023Q2,-0.4731856456792899,2025Q4,-0.1276293158640901,0.5323251553276744,False,2025Q4,2.2941069,2.694783098382216,0.40067619838221596,2022Q2
