entity,metric_name,period,value,unit,currency,extraction_confidence,source_url,retrieved_at
China,mirror_exports_de_hs8542_eur,2025-03,103953941.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_de_hs8542_eur,2025-04,81272864.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_de_hs8542_eur,2025-05,89771401.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_de_hs8542_eur,2025-06,94290647.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_de_hs8542_eur,2025-07,96955026.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_de_hs8542_eur,2025-08,101812069.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_de_hs8542_eur,2025-09,123566097.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_de_hs8542_eur,2025-10,116051233.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_de_hs8542_eur,2025-11,97435634.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_de_hs8542_eur,2025-12,101706906.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_de_hs8542_eur,2026-01,105617439.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_de_hs8542_eur,2026-02,84974941.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_de_hs8542_eur,2026-03,124505474.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_de_hs8542_eur,2026-04,109538069.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=DE&partner=CN&product=8542&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:13Z
China,mirror_exports_eu27_hs8486_eur,2023-07,567198030.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2023-08,1173846138.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2023-09,1101999721.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2023-10,437909257.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2023-11,1053919174.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2023-12,1189672512.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2024-01,504018512.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2024-02,566499575.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2024-03,1547228123.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2024-04,771210698.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2024-05,891402376.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2024-06,1199652540.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2024-07,1088577161.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2024-08,693220355.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
China,mirror_exports_eu27_hs8486_eur,2024-09,1430513928.0,EUR,EUR,1.0,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?format=JSON&freq=M&reporter=EU27_2020&partner=CN&product=8486&flow=2&indicators=VALUE_IN_EUROS&sinceTimePeriod=2023-07,2026-07-09T16:19:00Z
