term,coef,pct_effect,hc1_se,cluster_se
US x post_Oct2022,-0.4639427207102437,-0.3712004293715968,0.0843833010540533,0.09315675003985725
US x post_Oct2023,0.3032056642592241,0.3541929448934269,0.08038271512572077,0.11375792616027572
US x post_Dec2024,0.2956957843586524,0.34406121018815594,0.06978885973661157,0.06119771321991614
