cumulative_pct_effect,cumulative_log_pts,placebo_p_value,n_origins,latest_quarter,latest_ratio_actual,latest_ratio_counterfactual,latest_suppression_pp,anchor_quarter
-0.7761634777644769,-1.496839305017673,0.25,4,2025Q4,0.22038338411585634,0.1998983763528792,2.048500776297715,2022Q2
