cumulative_pct_effect,cumulative_log_pts,placebo_p_value,n_origins,latest_quarter,latest_ratio_actual,latest_ratio_counterfactual,latest_suppression_pp,anchor_quarter
-0.7810696635819944,-1.5190016983176307,0.2,5,2025Q4,0.22038338411585634,0.19704443232789315,2.333895178796319,2022Q2
